ROUND;TM TAG;OPP TAG;TM NAME;OPP NAME;DATE;H/A;W/L;MIN;PTS;2PTM;2PTA;2PT%;3PTM;3PTA;3PT%;FGM;FGA;FG%;FTM;FTA;FT%;OR;DR;TR;AST;TO;ST;BLK;BLKA;PF;DF;VAL;+ / -;POSS;SHOOTING CHANCES;OFF PPP;DEF PPP;OFF RTG;DEF RTG;NET RTG;eFG%;TS%;RIM FREQ;RIM PPS;PAINT FREQ;PAINT PPS;MID FREQ;MID PPS;C3 FREQ;C3 PPS;L3 FREQ;L3 PPS;FT Ratio;TO%;LTO%;DTO%;AST%;AST% (2P);AST% (3P);AST% (FT);AST Ratio;AST/TO;OR%;OR% (after 2P);OR% (after 3P);OR% (after FT);DR%;DR% (after 2P);DR% (after 3P);DR% (after FT);TR%;ST%;BLK%;BLK% (2P);BLK% (3P);KILLS;PSF FREQ;DSF FREQ;ASTED_2FG;ASTED_3FG;ASTED_FT;ASTED_FT PTS;LTO;DTO;BLK2;BLK3;OR_RIM;TM OR_RIM;OR_PAINT;TM OR_PAINT;OR_NP2;TM OR_NP2;OR_3C;TM OR_3C;OR_3L;TM OR_3L;OR_FT;TM OR_FT;DR_RIM;TM DR_RIM;DR_PAINT;TM DR_PAINT;DR_NP2;TM DR_NP2;DR_3C;TM DR_3C;DR_3L;TM DR_3L;DR_FT;TM DR_FT;FTM_T;FTA_T;FTM_1;FTA_1;FTM_2;FTA_2;FT 0/2;FTM_3;FTA_3;FT 0/3;RIM_M;RIM_A;PAINT_M;PAINT_A;MID_M;MID_A;3C_M;3C_A;3L_M;3L_A;3H_M;3H_A
1;BAS;RMB;Real Madrid;Baskonia Vitoria-Gasteiz;06.10.2023;H;L;200;79;13;29;0,45;15;39;0,38;28;68;0,41;8;12;0,67;9;28;37;19;9;7;4;3;23;15;82;2;73;82;0,96;0,8;108,2;102,7;5,6;0,52;0,54;0,06;1,6;0,23;0,84;0,06;0,4;0,01;3;0,46;1,11;0,06;0,11;0,05;0,06;0,58;0,54;0,67;0,4;0,23;2,11;0,23;0,19;0,25;-;0,57;0,63;0,52;0;0,42;0,09;0,05;0,08;0;7;0,3;0,4;7;10;2;4;4;5;4;0;0;0;1;2;0;0;0;0;5;1;0;0;0;0;9;1;7;0;0;0;9;2;0;0;0;0;1;1;5;8;0;2;3;0;4;5;8;19;1;5;1;1;14;38;0;0
1;RMB;BAS;Baskonia Vitoria-Gasteiz;Real Madrid;06.10.2023;A;W;200;77;24;51;0,47;5;27;0,19;29;78;0,37;14;16;0,88;21;31;52;18;12;4;3;4;15;22;94;-2;75;96;0,8;0,96;102,7;108,2;-5,6;0,4;0,46;0,13;1,83;0,3;0,76;0,1;0,4;0;-;0,28;0,56;0,06;0,13;0,07;0,05;0,51;0,5;1;0,17;0,19;1,5;0,43;0,37;0,48;1;0,78;0,81;0,75;-;0,58;0,05;0,04;0,1;0;8;0,4;0,32;12;5;1;2;7;5;3;0;1;0;6;2;1;0;0;0;10;0;1;0;1;0;8;0;4;0;0;0;18;0;0;0;1;1;1;1;11;12;0;0;0;0;11;12;11;29;2;10;0;0;5;27;0;0
1;ASM;VAL;Valencia Basket;AS Monaco;06.10.2023;A;L;200;70;11;28;0,39;11;26;0,42;22;54;0,41;15;19;0,79;14;24;38;14;20;5;4;2;22;20;71;5;69;83;0,84;0,82;101,4;95,6;5,9;0,51;0,56;0,13;1,27;0,16;0,62;0,05;0;0,06;0,6;0,24;1,5;0,11;0,24;0,14;0,1;0,45;0,09;0,91;0,33;0,17;0,7;0,44;0,41;0,43;1;0,69;0,76;0,56;1;0,57;0,07;0,07;0,03;0,13;7;0,32;0,45;1;10;3;6;12;8;1;3;2;0;5;0;0;0;2;0;4;0;0;1;1;1;5;0;5;1;1;0;8;0;2;0;0;0;0;0;13;16;0;2;3;0;7;11;4;13;0;4;1;5;10;20;0;1
1;VAL;ASM;AS Monaco;Valencia Basket;06.10.2023;H;W;200;67;16;34;0,47;8;25;0,32;24;59;0,41;11;15;0,73;11;20;31;14;16;12;2;4;20;23;70;-3;68;81;0,83;0,84;98,5;101,4;-2,9;0,47;0,52;0,11;1,33;0,16;0,62;0,14;0,91;0,02;1,5;0,27;0,95;0,07;0,2;0,06;0,14;0,43;0,5;0,63;0;0,18;0,88;0,31;0,24;0,44;0;0,59;0,59;0,57;0;0,45;0,17;0,04;0,04;0,04;5;0,45;0,3;8;5;0;0;5;11;1;1;0;1;3;0;0;0;0;0;5;2;0;0;2;0;4;0;3;1;2;0;6;0;0;0;1;1;1;1;8;10;0;1;3;0;6;9;4;13;5;11;1;2;7;22;0;0
2;EFE;RMB;Anadolu Efes Istanbul;Real Madrid;12.10.2023;H;L;200;80;20;44;0,45;10;25;0,4;30;69;0,43;10;15;0,67;13;19;32;19;10;7;2;3;20;15;78;-23;72;85;0,94;1,23;111,1;139,2;-28,1;0,51;0,53;0,15;1,54;0,24;0,4;0,13;1,09;0,07;2;0,22;0,95;0,07;0,12;0,04;0,08;0,53;0,5;0,8;0,17;0,22;1,9;0,32;0,46;0,13;0;0,66;0,69;0,71;0;0,46;0,09;0,03;0;0;3;1;1;10;8;1;2;3;7;0;0;3;0;7;0;1;0;0;0;2;0;0;0;3;0;6;0;0;0;1;0;9;0;0;0;1;1;1;2;8;12;0;0;0;0;10;13;4;20;6;11;4;6;6;19;0;0
2;RMB;EFE;Real Madrid;Anadolu Efes Istanbul;12.10.2023;A;W;200;103;21;34;0,62;12;29;0,41;33;63;0,52;25;28;0,89;10;28;38;22;9;3;3;2;16;20;129;23;74;84;1,23;0,94;139,2;111,1;28,1;0,62;0,69;0,21;1,44;0,18;0,93;0,01;2;0,06;2,4;0,25;1,14;0,14;0,11;0,07;0,04;0,47;0,43;0,83;0,17;0,26;2,44;0,34;0,31;0,29;1;0,68;0,54;0,87;1;0,54;0,04;0,04;0,05;0;4;1;1;9;10;2;2;6;3;2;0;2;0;2;0;0;0;0;0;4;0;2;0;0;0;9;0;4;0;2;0;11;0;1;0;1;1;2;3;22;24;0;0;0;0;13;18;7;15;1;1;4;5;8;21;0;3
2;ASV;PAR;LDLC ASVEL Villeurbanne;Partizan Mozzart Bet Belgrade;12.10.2023;H;L;200;62;19;39;0,49;4;27;0,15;23;66;0,35;12;12;1;14;21;35;9;14;4;0;6;17;19;49;-26;70;84;0,74;1,13;88,6;125,7;-37,1;0,38;0,44;0,21;1,44;0,21;0,44;0,04;1,33;0,11;0,67;0,21;0,33;0,05;0,17;0,13;0,04;0,33;0,16;1;0,5;0,11;0,64;0,33;0,35;0,32;-;0,72;0,77;0,67;1;0,49;0,06;0;0;0;3;1;0;3;4;2;4;11;3;0;0;1;1;3;2;0;0;1;0;6;0;0;0;1;0;5;0;4;0;2;0;8;0;1;0;0;0;4;4;8;8;0;0;0;0;13;18;4;18;2;3;2;9;2;18;0;0
2;PAR;ASV;Partizan Mozzart Bet Belgrade;LDLC ASVEL Villeurbanne;12.10.2023;A;W;200;88;28;41;0,68;4;19;0,21;32;60;0,53;20;21;0,95;8;28;36;18;10;11;6;0;19;16;117;26;70;78;1,13;0,74;125,7;88,6;37,1;0,57;0,65;0,23;1,78;0,18;1,14;0,12;0,89;0,05;1,5;0,19;0,4;0,1;0,13;0,05;0,08;0,45;0,5;0,75;0,13;0,23;1,8;0,28;0,23;0,33;0;0,67;0,65;0,68;-;0,51;0,16;0,09;0,15;0;7;0;1;14;3;1;3;4;6;6;0;1;0;1;0;1;0;0;0;5;0;0;0;3;0;8;1;1;0;5;0;9;1;0;0;1;1;3;3;13;14;0;3;3;0;16;18;8;14;4;9;2;4;2;15;0;0
2;BER;BAS;ALBA Berlin;Baskonia Vitoria-Gasteiz;12.10.2023;H;L;200;86;23;39;0,59;8;28;0,29;31;67;0,46;16;17;0,94;10;21;31;19;16;12;2;2;19;17;93;-5;81;91;0,95;0,95;106,2;111;-4,8;0,52;0,57;0,19;1,18;0,12;1,45;0,12;0,91;0,05;1,8;0,25;0,65;0,09;0,18;0,09;0,09;0,49;0,43;0,88;0,25;0,21;1,19;0,29;0,31;0,26;-;0,6;0,54;0,62;1;0,44;0,15;0,03;0,06;0;4;1;1;10;7;2;4;8;8;2;0;3;0;0;0;2;0;0;0;5;0;0;0;2;0;3;0;2;0;1;0;11;1;1;0;0;0;1;1;15;16;0;0;0;0;10;17;8;11;5;11;3;5;5;23;0;0
2;BAS;BER;Baskonia Vitoria-Gasteiz;ALBA Berlin;12.10.2023;A;W;200;91;21;35;0,6;12;33;0,36;33;68;0,49;13;19;0,68;14;25;39;19;20;8;2;2;17;19;98;5;82;96;0,95;0,95;111;106,2;4,8;0,57;0,6;0,22;1,43;0,09;1,11;0,05;0,4;0,05;2,4;0,29;0,86;0,08;0,21;0,13;0,08;0,48;0,43;0,67;0,29;0,2;0,95;0,4;0,46;0,38;0;0,71;0,69;0,74;-;0,56;0,1;0,03;0,03;0,04;4;1;1;9;8;2;4;12;8;1;1;4;0;1;0;1;0;0;0;6;2;0;0;4;0;2;1;4;0;2;0;11;1;0;0;0;0;3;3;10;16;1;0;0;0;15;21;5;9;1;5;4;5;8;28;0;0
2;BAY;PAN;FC Bayern Munich;Panathinaikos AKTOR Athens;12.10.2023;A;L;200;71;23;44;0,52;6;27;0,22;29;71;0,41;7;7;1;14;20;34;11;10;7;3;2;20;16;68;-7;68;83;0,86;1,04;104,4;113;-8,6;0,45;0,49;0,23;1,37;0,2;1,06;0,1;0,25;0,04;2;0,28;0,52;0,02;0,12;0,07;0,05;0,35;0,22;1;0;0,13;1,1;0,35;0,33;0,37;-;0,77;0,64;0,86;1;0,52;0,1;0,06;0,07;0,04;5;1;0;5;6;0;0;6;4;2;1;3;0;3;0;1;0;1;0;6;0;0;0;1;0;3;0;3;0;1;0;11;0;1;0;0;0;3;3;4;4;0;0;0;0;13;19;9;17;1;8;2;3;4;23;0;1
2;PAN;BAY;Panathinaikos AKTOR Athens;FC Bayern Munich;12.10.2023;H;W;200;78;17;28;0,61;9;24;0,38;26;52;0,5;17;19;0,89;6;26;32;12;14;6;2;3;16;20;89;7;69;75;1,04;0,86;113;104,4;8,6;0,59;0,64;0,11;1,75;0,19;1,14;0,08;0,67;0,08;2,5;0,24;0,67;0,12;0,19;0,09;0,09;0,34;0,12;0,78;0,33;0,16;0,86;0,23;0,36;0,14;0;0,65;0,67;0,63;-;0,48;0,09;0,03;0,05;0;3;0;1;2;7;3;4;7;7;2;0;0;0;2;1;1;0;0;0;2;0;0;0;3;0;5;0;4;2;0;0;10;2;0;0;0;0;1;1;16;18;0;0;0;0;7;8;8;14;2;6;5;6;4;18;0;0
2;CZB;ZAL;Crvena Zvezda Meridianbet Belgrade;Zalgiris Kaunas;13.10.2023;A;L;200;74;20;46;0,43;6;23;0,26;26;69;0,38;16;20;0,8;20;21;41;13;10;3;1;5;21;22;71;-5;67;87;0,85;1,04;110,4;119,7;-9,2;0,42;0,48;0,28;1,42;0,17;0,27;0,08;0,29;0,05;0;0,22;0,95;0,09;0,11;0,06;0,06;0,38;0,4;0,67;0,13;0,15;1,3;0,45;0,44;0,47;0,5;0,68;0,79;0,6;0,5;0,55;0,05;0,02;0,03;0;2;0;0;8;4;1;2;5;5;1;0;1;3;5;1;1;0;1;0;6;1;0;1;2;1;6;0;2;0;0;0;7;2;1;0;0;0;1;2;9;12;0;6;6;0;17;24;2;15;1;7;0;4;6;19;0;0
2;ZAL;CZB;Zalgiris Kaunas;Crvena Zvezda Meridianbet Belgrade;13.10.2023;H;W;200;79;25;39;0,64;7;23;0,3;32;62;0,52;8;14;0,57;10;24;34;17;8;5;5;1;22;21;94;5;66;76;1,04;0,85;119,7;110,4;9,2;0,57;0,58;0,24;1,67;0,17;0,92;0,11;1;0,04;2;0,26;0,75;0,08;0,11;0,04;0,07;0,45;0,4;0,71;0,33;0,22;2,13;0,32;0,21;0,4;0,5;0,55;0,56;0,53;0,5;0,45;0,07;0,07;0,11;0;4;0;0;10;5;2;4;3;5;5;0;0;0;1;0;2;0;1;0;5;0;1;0;3;0;7;0;4;0;2;1;5;1;1;0;0;0;1;2;7;12;0;0;0;0;15;18;6;13;4;8;2;3;5;20;0;0
2;ASM;VIR;AS Monaco;Virtus Segafredo Bologna;13.10.2023;H;L;200;59;17;42;0,4;4;22;0,18;21;64;0,33;13;25;0,52;17;18;35;9;8;4;1;1;19;27;52;-24;65;83;0,71;1,02;90,8;125,8;-35;0,36;0,39;0,12;1,2;0,3;0,8;0,08;0,29;0;-;0,27;0,55;0,13;0,1;0,05;0,05;0,31;0,41;0,25;0,13;0,11;1,13;0,35;0,25;0,5;0,33;0,55;0,59;0,47;1;0,43;0,06;0,02;0,03;0;1;0;1;7;1;1;2;4;4;1;0;1;0;4;0;1;0;0;0;7;2;1;1;1;0;5;1;2;1;0;0;6;1;1;0;0;0;1;3;12;22;3;0;0;0;6;10;10;25;1;7;0;0;4;22;0;0
2;VIR;ASM;Virtus Segafredo Bologna;AS Monaco;13.10.2023;A;W;200;83;13;30;0,43;16;31;0,52;29;61;0,48;9;13;0,69;15;31;46;18;14;4;1;1;27;19;93;24;66;81;1,02;0,71;125,8;90,8;35;0,61;0,62;0,02;1;0,31;0,96;0,04;0;0;-;0,38;1,55;0,07;0,17;0,05;0,12;0,53;0,31;0,88;0;0,22;1,29;0,45;0,41;0,53;0;0,65;0,75;0,5;0,67;0,57;0,06;0,02;0,02;0;6;1;0;4;14;0;0;4;10;1;0;0;0;6;1;0;0;0;0;7;1;0;0;3;0;8;2;4;1;0;0;9;0;3;1;0;0;0;0;7;10;1;2;3;0;1;2;12;25;0;3;0;0;16;31;0;0
2;FCB;OLY;FC Barcelona;Olympiacos Piraeus;13.10.2023;A;W;200;77;12;23;0,52;15;26;0,58;27;49;0,55;8;10;0,8;7;25;32;20;18;7;3;2;15;16;96;9;65;72;1,07;0,89;118,5;103;15,4;0,7;0,71;0,11;1;0,14;1,4;0,07;0,4;0,03;3;0,33;1,63;0,07;0,25;0,15;0,1;0,59;0,5;0,87;0;0,28;1,11;0,3;0,36;0,27;0;0,71;0,63;0,76;1;0,55;0,11;0,05;0,08;0;5;0;0;6;13;0;0;11;7;3;0;2;0;1;0;1;0;0;0;1;2;0;0;2;0;6;1;1;0;1;0;10;2;1;0;0;0;0;0;8;10;0;0;0;0;4;8;7;10;1;5;2;2;13;24;0;0
2;OLY;FCB;Olympiacos Piraeus;FC Barcelona;13.10.2023;H;L;200;68;21;38;0,55;7;25;0,28;28;63;0,44;5;7;0,71;10;16;26;17;12;11;2;3;16;15;71;-9;66;76;0,89;1,07;103;118,5;-15,4;0,5;0,53;0,26;1,4;0,18;0,71;0,05;1;0,05;1,5;0,28;0,71;0,01;0,16;0,09;0,07;0,59;0,57;0,71;0;0,22;1,42;0,29;0,38;0,24;0;0,7;0,64;0,73;1;0,45;0,17;0,04;0,09;0;4;0;0;12;5;0;0;7;5;2;0;0;3;2;0;0;1;1;0;2;1;0;0;2;0;2;0;2;1;0;0;8;0;1;0;1;1;2;4;2;2;0;0;0;0;14;20;5;14;2;4;2;4;5;21;0;0
2;FEN;VAL;Fenerbahce Beko Istanbul;Valencia Basket;13.10.2023;A;L;200;74;15;28;0,54;11;37;0,3;26;65;0,4;11;19;0,58;12;20;32;13;9;6;6;2;27;21;67;-3;71;83;0,89;0,93;104,2;111,6;-7,4;0,48;0,5;0,2;1,29;0,1;0,75;0,04;0,67;0,1;0,75;0,34;0,96;0,11;0,11;0,05;0,06;0,38;0,33;0,64;0,13;0,16;1,44;0,3;0,38;0,25;0,5;0,59;0,63;0,44;1;0,43;0,09;0,1;0,12;0;3;0;0;5;7;1;0;4;5;6;0;3;1;0;0;1;0;0;0;4;2;1;0;7;0;3;1;3;1;1;0;2;1;1;0;0;1;0;0;11;18;1;0;0;0;11;17;3;8;1;3;2;8;9;28;0;1
2;VAL;FEN;Valencia Basket;Fenerbahce Beko Istanbul;13.10.2023;H;W;200;77;24;49;0,49;4;13;0,31;28;62;0,45;17;24;0,71;14;28;42;17;12;4;2;6;21;26;88;3;69;83;0,93;0,89;111,6;104,2;7,4;0,48;0,54;0,3;0,88;0,12;1;0,17;1,14;0,04;1;0,12;0,9;0,11;0,14;0,07;0,07;0,47;0,5;0,75;0,25;0,2;1,42;0,41;0,38;0,56;0;0,7;0,62;0,75;0,5;0,57;0,06;0,03;0,04;0,03;6;0;0;12;3;2;5;6;6;1;1;4;2;1;0;2;0;1;0;4;0;0;0;2;0;5;0;1;0;5;1;10;2;1;0;2;2;2;3;10;16;1;3;3;0;11;25;5;10;8;14;1;3;3;10;0;0
2;MIL;MTA;EA7 Emporio Armani Milan;Maccabi Playtika Tel Aviv;31.10.2023;H;L;200;90;22;34;0,65;12;30;0,4;34;64;0,53;10;15;0,67;10;17;27;25;18;7;1;2;23;20;92;-8;77;88;1,02;1,09;116,9;128,9;-12,1;0,63;0,64;0,28;1,36;0,06;1,2;0,05;1;0,01;0;0,33;1,24;0,07;0,21;0,11;0,09;0,63;0,5;0,92;0,5;0,29;1,39;0,33;0,27;0,38;0,5;0,55;0,33;0,69;1;0,44;0,09;0,02;0,02;0;2;1;0;11;11;3;6;10;8;1;0;2;0;1;0;0;0;0;0;4;2;1;0;2;0;3;0;0;0;0;0;7;2;3;0;1;2;0;1;9;12;0;0;0;0;17;25;3;5;2;4;0;1;12;29;0;0
2;MTA;MIL;Maccabi Playtika Tel Aviv;EA7 Emporio Armani Milan;31.10.2023;A;W;200;98;30;45;0,67;6;20;0,3;36;65;0,55;20;26;0,77;14;20;34;22;14;10;2;1;20;23;119;8;76;90;1,09;1,02;128,9;116,9;12,1;0,6;0,64;0,29;1,69;0,14;0,77;0,07;1;0;-;0,21;0,95;0,12;0,16;0,08;0,08;0,48;0,63;0,17;0,2;0,24;1,57;0,45;0,67;0,31;0;0,67;0,73;0,63;0,5;0,56;0,13;0,03;0,06;0;5;0;1;19;1;2;2;7;7;2;0;1;2;3;1;1;2;0;0;3;1;0;0;6;0;1;0;1;0;0;0;10;0;1;0;0;0;4;4;16;22;1;0;0;0;22;26;5;13;3;6;0;0;6;19;0;0
2;EFE;RMB;Real Madrid;Anadolu Efes Istanbul;12.10.2023;H;L;200;103;21;34;0,62;12;29;0,41;33;63;0,52;25;28;0,89;10;28;38;22;9;3;3;2;16;20;129;23;74;84;1,23;0,94;139,2;111,1;28,1;0,62;0,69;0,21;1,44;0,18;0,93;0,01;2;0,06;2,4;0,25;1,14;0,14;0,11;0,07;0,04;0,47;0,43;0,83;0,17;0,26;2,44;0,34;0,31;0,29;1;0,68;0,54;0,87;1;0,54;0,04;0,04;0,05;0;4;0,5;0,75;9;10;2;2;6;3;2;0;2;0;2;0;0;0;0;0;4;0;2;0;0;0;9;0;4;0;2;0;11;0;1;0;1;1;2;3;22;24;0;0;0;0;13;18;7;15;1;1;4;5;8;21;0;3
2;RMB;EFE;Anadolu Efes Istanbul;Real Madrid;12.10.2023;A;W;200;80;20;44;0,45;10;25;0,4;30;69;0,43;10;15;0,67;13;19;32;19;10;7;2;3;20;15;78;-23;72;85;0,94;1,23;111,1;139,2;-28,1;0,51;0,53;0,15;1,54;0,24;0,4;0,13;1,09;0,07;2;0,22;0,95;0,07;0,12;0,04;0,08;0,53;0,5;0,8;0,17;0,22;1,9;0,32;0,46;0,13;0;0,66;0,69;0,71;0;0,46;0,09;0,03;0;0;3;0,75;0,53;10;8;1;2;3;7;0;0;3;0;7;0;1;0;0;0;2;0;0;0;3;0;6;0;0;0;1;0;9;0;0;0;1;1;1;2;8;12;0;0;0;0;10;13;4;20;6;11;4;6;6;19;0;0
2;ASV;PAR;Partizan Mozzart Bet Belgrade;LDLC ASVEL Villeurbanne;12.10.2023;H;L;200;88;28;41;0,68;4;19;0,21;32;60;0,53;20;21;0,95;8;28;36;18;10;11;6;0;19;16;117;26;70;78;1,13;0,74;125,7;88,6;37,1;0,57;0,65;0,23;1,78;0,18;1,14;0,12;0,89;0,05;1,5;0,19;0,4;0,1;0,13;0,05;0,08;0,45;0,5;0,75;0,13;0,23;1,8;0,28;0,23;0,33;0;0,67;0,65;0,68;-;0,51;0,16;0,09;0,15;0;7;0,42;0,69;14;3;1;3;4;6;6;0;1;0;1;0;1;0;0;0;5;0;0;0;3;0;8;1;1;0;5;0;9;1;0;0;1;1;3;3;13;14;0;3;3;0;16;18;8;14;4;9;2;4;2;15;0;0
2;PAR;ASV;LDLC ASVEL Villeurbanne;Partizan Mozzart Bet Belgrade;12.10.2023;A;W;200;62;19;39;0,49;4;27;0,15;23;66;0,35;12;12;1;14;21;35;9;14;4;0;6;17;19;49;-26;70;84;0,74;1,13;88,6;125,7;-37,1;0,38;0,44;0,21;1,44;0,21;0,44;0,04;1,33;0,11;0,67;0,21;0,33;0,05;0,17;0,13;0,04;0,33;0,16;1;0,5;0,11;0,64;0,33;0,35;0,32;-;0,72;0,77;0,67;1;0,49;0,06;0;0;0;3;0,65;0,42;3;4;2;4;11;3;0;0;1;1;3;2;0;0;1;0;6;0;0;0;1;0;5;0;4;0;2;0;8;0;1;0;0;0;4;4;8;8;0;0;0;0;13;18;4;18;2;3;2;9;2;18;0;0
2;BER;BAS;Baskonia Vitoria-Gasteiz;ALBA Berlin;12.10.2023;H;L;200;91;21;35;0,6;12;33;0,36;33;68;0,49;13;19;0,68;14;25;39;19;20;8;2;2;17;19;98;5;82;96;0,95;0,95;111;106,2;4,8;0,57;0,6;0,22;1,43;0,09;1,11;0,05;0,4;0,05;2,4;0,29;0,86;0,08;0,21;0,13;0,08;0,48;0,43;0,67;0,29;0,2;0,95;0,4;0,46;0,38;0;0,71;0,69;0,74;-;0,56;0,1;0,03;0,03;0,04;4;0,53;0,58;9;8;2;4;12;8;1;1;4;0;1;0;1;0;0;0;6;2;0;0;4;0;2;1;4;0;2;0;11;1;0;0;0;0;3;3;10;16;1;0;0;0;15;21;5;9;1;5;4;5;8;28;0;0
2;BAS;BER;ALBA Berlin;Baskonia Vitoria-Gasteiz;12.10.2023;A;W;200;86;23;39;0,59;8;28;0,29;31;67;0,46;16;17;0,94;10;21;31;19;16;12;2;2;19;17;93;-5;81;91;0,95;0,95;106,2;111;-4,8;0,52;0,57;0,19;1,18;0,12;1,45;0,12;0,91;0,05;1,8;0,25;0,65;0,09;0,18;0,09;0,09;0,49;0,43;0,88;0,25;0,21;1,19;0,29;0,31;0,26;-;0,6;0,54;0,62;1;0,44;0,15;0,03;0,06;0;4;0,58;0,53;10;7;2;4;8;8;2;0;3;0;0;0;2;0;0;0;5;0;0;0;2;0;3;0;2;0;1;0;11;1;1;0;0;0;1;1;15;16;0;0;0;0;10;17;8;11;5;11;3;5;5;23;0;0
2;BAY;PAN;Panathinaikos AKTOR Athens;FC Bayern Munich;12.10.2023;A;L;200;78;17;28;0,61;9;24;0,38;26;52;0,5;17;19;0,89;6;26;32;12;14;6;2;3;16;20;89;7;69;75;1,04;0,86;113;104,4;8,6;0,59;0,64;0,11;1,75;0,19;1,14;0,08;0,67;0,08;2,5;0,24;0,67;0,12;0,19;0,09;0,09;0,34;0,12;0,78;0,33;0,16;0,86;0,23;0,36;0,14;0;0,65;0,67;0,63;-;0,48;0,09;0,03;0,05;0;3;0,31;0,5;2;7;3;4;7;7;2;0;0;0;2;1;1;0;0;0;2;0;0;0;3;0;5;0;4;2;0;0;10;2;0;0;0;0;1;1;16;18;0;0;0;0;7;8;8;14;2;6;5;6;4;18;0;0
2;PAN;BAY;FC Bayern Munich;Panathinaikos AKTOR Athens;12.10.2023;H;W;200;71;23;44;0,52;6;27;0,22;29;71;0,41;7;7;1;14;20;34;11;10;7;3;2;20;16;68;-7;68;83;0,86;1,04;104,4;113;-8,6;0,45;0,49;0,23;1,37;0,2;1,06;0,1;0,25;0,04;2;0,28;0,52;0,02;0,12;0,07;0,05;0,35;0,22;1;0;0,13;1,1;0,35;0,33;0,37;-;0,77;0,64;0,86;1;0,52;0,1;0,06;0,07;0,04;5;0,5;0,31;5;6;0;0;6;4;2;1;3;0;3;0;1;0;1;0;6;0;0;0;1;0;3;0;3;0;1;0;11;0;1;0;0;0;3;3;4;4;0;0;0;0;13;19;9;17;1;8;2;3;4;23;0;1
2;CZB;ZAL;Zalgiris Kaunas;Crvena Zvezda Meridianbet Belgrade;13.10.2023;A;L;200;79;25;39;0,64;7;23;0,3;32;62;0,52;8;14;0,57;10;24;34;17;8;5;5;1;22;21;94;5;66;76;1,04;0,85;119,7;110,4;9,2;0,57;0,58;0,24;1,67;0,17;0,92;0,11;1;0,04;2;0,26;0,75;0,08;0,11;0,04;0,07;0,45;0,4;0,71;0,33;0,22;2,13;0,32;0,21;0,4;0,5;0,55;0,56;0,53;0,5;0,45;0,07;0,07;0,11;0;4;0,45;0,38;10;5;2;4;3;5;5;0;0;0;1;0;2;0;1;0;5;0;1;0;3;0;7;0;4;0;2;1;5;1;1;0;0;0;1;2;7;12;0;0;0;0;15;18;6;13;4;8;2;3;5;20;0;0
2;ZAL;CZB;Crvena Zvezda Meridianbet Belgrade;Zalgiris Kaunas;13.10.2023;H;W;200;74;20;46;0,43;6;23;0,26;26;69;0,38;16;20;0,8;20;21;41;13;10;3;1;5;21;22;71;-5;67;87;0,85;1,04;110,4;119,7;-9,2;0,42;0,48;0,28;1,42;0,17;0,27;0,08;0,29;0,05;0;0,22;0,95;0,09;0,11;0,06;0,06;0,38;0,4;0,67;0,13;0,15;1,3;0,45;0,44;0,47;0,5;0,68;0,79;0,6;0,5;0,55;0,05;0,02;0,03;0;2;0,38;0,45;8;4;1;2;5;5;1;0;1;3;5;1;1;0;1;0;6;1;0;1;2;1;6;0;2;0;0;0;7;2;1;0;0;0;1;2;9;12;0;6;6;0;17;24;2;15;1;7;0;4;6;19;0;0
2;ASM;VIR;Virtus Segafredo Bologna;AS Monaco;13.10.2023;H;L;200;83;13;30;0,43;16;31;0,52;29;61;0,48;9;13;0,69;15;31;46;18;14;4;1;1;27;19;93;24;66;81;1,02;0,71;125,8;90,8;35;0,61;0,62;0,02;1;0,31;0,96;0,04;0;0;-;0,38;1,55;0,07;0,17;0,05;0,12;0,53;0,31;0,88;0;0,22;1,29;0,45;0,41;0,53;0;0,65;0,75;0,5;0,67;0,57;0,06;0,02;0,02;0;6;0,52;0,32;4;14;0;0;4;10;1;0;0;0;6;1;0;0;0;0;7;1;0;0;3;0;8;2;4;1;0;0;9;0;3;1;0;0;0;0;7;10;1;2;3;0;1;2;12;25;0;3;0;0;16;31;0;0
2;VIR;ASM;AS Monaco;Virtus Segafredo Bologna;13.10.2023;A;W;200;59;17;42;0,4;4;22;0,18;21;64;0,33;13;25;0,52;17;18;35;9;8;4;1;1;19;27;52;-24;65;83;0,71;1,02;90,8;125,8;-35;0,36;0,39;0,12;1,2;0,3;0,8;0,08;0,29;0;-;0,27;0,55;0,13;0,1;0,05;0,05;0,31;0,41;0,25;0,13;0,11;1,13;0,35;0,25;0,5;0,33;0,55;0,59;0,47;1;0,43;0,06;0,02;0,03;0;1;0,32;0,52;7;1;1;2;4;4;1;0;1;0;4;0;1;0;0;0;7;2;1;1;1;0;5;1;2;1;0;0;6;1;1;0;0;0;1;3;12;22;3;0;0;0;6;10;10;25;1;7;0;0;4;22;0;0
